image_num,label
102.png,tensor([1])
103.png,tensor([0])
104.png,tensor([0])
105.png,tensor([8])
106.png,tensor([0])
107.png,tensor([4])
108.png,tensor([2])
109.png,tensor([4])
110.png,tensor([3])
111.png,tensor([2])
112.png,tensor([4])
113.png,tensor([5])
114.png,tensor([1])
115.png,tensor([2])
116.png,tensor([4])
117.png,tensor([4])
118.png,tensor([9])
119.png,tensor([0])
120.png,tensor([5])
121.png,tensor([2])
122.png,tensor([5])
123.png,tensor([7])
124.png,tensor([0])
125.png,tensor([5])
126.png,tensor([3])
127.png,tensor([3])
128.png,tensor([6])
129.png,tensor([3])
130.png,tensor([6])
131.png,tensor([4])
132.png,tensor([8])
133.png,tensor([3])
134.png,tensor([1])
135.png,tensor([3])
136.png,tensor([7])
137.png,tensor([4])
138.png,tensor([6])
139.png,tensor([0])
140.png,tensor([9])
141.png,tensor([5])
142.png,tensor([2])
143.png,tensor([9])
144.png,tensor([2])
145.png,tensor([8])
146.png,tensor([8])
147.png,tensor([6])
148.png,tensor([1])
149.png,tensor([9])
150.png,tensor([8])
151.png,tensor([2])
152.png,tensor([0])
153.png,tensor([1])
154.png,tensor([2])
155.png,tensor([7])
156.png,tensor([5])
157.png,tensor([7])
158.png,tensor([8])
159.png,tensor([7])
160.png,tensor([2])
161.png,tensor([2])
162.png,tensor([7])
163.png,tensor([8])
164.png,tensor([8])
165.png,tensor([9])
166.png,tensor([2])
167.png,tensor([7])
168.png,tensor([4])
169.png,tensor([3])
170.png,tensor([5])
171.png,tensor([6])
172.png,tensor([7])
173.png,tensor([1])
174.png,tensor([6])
175.png,tensor([9])
176.png,tensor([1])
177.png,tensor([9])
178.png,tensor([2])
179.png,tensor([7])
180.png,tensor([9])
181.png,tensor([4])
182.png,tensor([1])
183.png,tensor([0])
184.png,tensor([4])
185.png,tensor([4])
186.png,tensor([2])
187.png,tensor([4])
188.png,tensor([4])
189.png,tensor([6])
190.png,tensor([7])
191.png,tensor([3])
192.png,tensor([3])
193.png,tensor([1])
194.png,tensor([3])
195.png,tensor([5])
196.png,tensor([4])
197.png,tensor([2])
198.png,tensor([0])
199.png,tensor([7])
200.png,tensor([0])
201.png,tensor([4])
202.png,tensor([7])
203.png,tensor([0])
204.png,tensor([7])
205.png,tensor([9])
206.png,tensor([0])
207.png,tensor([7])
208.png,tensor([1])
209.png,tensor([4])
210.png,tensor([2])
211.png,tensor([7])
212.png,tensor([6])
213.png,tensor([8])
214.png,tensor([5])
215.png,tensor([5])
216.png,tensor([2])
217.png,tensor([6])
218.png,tensor([9])
219.png,tensor([7])
220.png,tensor([5])
221.png,tensor([5])
222.png,tensor([9])
223.png,tensor([1])
224.png,tensor([4])
225.png,tensor([8])
226.png,tensor([8])
227.png,tensor([5])
228.png,tensor([5])
229.png,tensor([6])
230.png,tensor([9])
231.png,tensor([3])
232.png,tensor([4])
233.png,tensor([4])
234.png,tensor([2])
235.png,tensor([5])
236.png,tensor([0])
237.png,tensor([4])
238.png,tensor([6])
239.png,tensor([1])
240.png,tensor([7])
241.png,tensor([0])
242.png,tensor([3])
243.png,tensor([8])
244.png,tensor([1])
245.png,tensor([2])
246.png,tensor([0])
247.png,tensor([8])
248.png,tensor([5])
249.png,tensor([1])
250.png,tensor([7])
251.png,tensor([4])
252.png,tensor([9])
253.png,tensor([9])
254.png,tensor([4])
255.png,tensor([1])
256.png,tensor([1])
257.png,tensor([0])
258.png,tensor([4])
259.png,tensor([2])
260.png,tensor([8])
261.png,tensor([9])
262.png,tensor([0])
263.png,tensor([7])
264.png,tensor([6])
265.png,tensor([4])
266.png,tensor([8])
267.png,tensor([8])
268.png,tensor([7])
269.png,tensor([4])
270.png,tensor([5])
271.png,tensor([6])
272.png,tensor([4])
273.png,tensor([8])
274.png,tensor([8])
275.png,tensor([6])
276.png,tensor([5])
277.png,tensor([1])
278.png,tensor([4])
279.png,tensor([7])
280.png,tensor([3])
281.png,tensor([1])
282.png,tensor([7])
283.png,tensor([7])
284.png,tensor([4])
285.png,tensor([7])
286.png,tensor([2])
287.png,tensor([2])
288.png,tensor([4])
289.png,tensor([1])
290.png,tensor([3])
291.png,tensor([6])
292.png,tensor([1])
293.png,tensor([4])
294.png,tensor([6])
295.png,tensor([7])
296.png,tensor([0])
297.png,tensor([4])
298.png,tensor([5])
299.png,tensor([8])
300.png,tensor([0])
301.png,tensor([2])
302.png,tensor([3])
303.png,tensor([2])
304.png,tensor([2])
305.png,tensor([5])
306.png,tensor([9])
307.png,tensor([2])
308.png,tensor([6])
309.png,tensor([3])
310.png,tensor([1])
311.png,tensor([8])
312.png,tensor([7])
313.png,tensor([5])
314.png,tensor([8])
315.png,tensor([5])
316.png,tensor([5])
317.png,tensor([5])
318.png,tensor([6])
319.png,tensor([9])
320.png,tensor([8])
321.png,tensor([1])
322.png,tensor([5])
323.png,tensor([4])
324.png,tensor([0])
325.png,tensor([3])
326.png,tensor([3])
327.png,tensor([3])
328.png,tensor([0])
329.png,tensor([5])
330.png,tensor([0])
331.png,tensor([9])
332.png,tensor([2])
333.png,tensor([0])
334.png,tensor([6])
335.png,tensor([1])
336.png,tensor([2])
337.png,tensor([4])
338.png,tensor([7])
339.png,tensor([1])
340.png,tensor([0])
341.png,tensor([8])
342.png,tensor([8])
343.png,tensor([0])
344.png,tensor([0])
345.png,tensor([3])
346.png,tensor([8])
347.png,tensor([3])
348.png,tensor([0])
349.png,tensor([3])
350.png,tensor([8])
351.png,tensor([2])
352.png,tensor([6])
353.png,tensor([7])
354.png,tensor([0])
355.png,tensor([8])
356.png,tensor([8])
357.png,tensor([6])
358.png,tensor([6])
359.png,tensor([4])
360.png,tensor([6])
361.png,tensor([9])
362.png,tensor([4])
363.png,tensor([7])
364.png,tensor([8])
365.png,tensor([5])
366.png,tensor([5])
367.png,tensor([7])
368.png,tensor([0])
369.png,tensor([1])
370.png,tensor([8])
371.png,tensor([8])
372.png,tensor([1])
373.png,tensor([1])
374.png,tensor([2])
375.png,tensor([8])
376.png,tensor([4])
377.png,tensor([3])
378.png,tensor([5])
379.png,tensor([7])
380.png,tensor([1])
381.png,tensor([9])
382.png,tensor([4])
383.png,tensor([5])
384.png,tensor([1])
385.png,tensor([6])
386.png,tensor([6])
387.png,tensor([6])
388.png,tensor([4])
389.png,tensor([7])
390.png,tensor([6])
391.png,tensor([0])
392.png,tensor([8])
393.png,tensor([5])
394.png,tensor([4])
395.png,tensor([8])
396.png,tensor([9])
397.png,tensor([0])
398.png,tensor([2])
399.png,tensor([6])
400.png,tensor([2])
401.png,tensor([7])
402.png,tensor([4])
403.png,tensor([9])
404.png,tensor([7])
405.png,tensor([6])
406.png,tensor([3])
407.png,tensor([5])
408.png,tensor([0])
409.png,tensor([5])
410.png,tensor([4])
411.png,tensor([7])
412.png,tensor([0])
413.png,tensor([7])
414.png,tensor([9])
415.png,tensor([6])
416.png,tensor([1])
417.png,tensor([8])
418.png,tensor([2])
419.png,tensor([2])
420.png,tensor([2])
421.png,tensor([1])
422.png,tensor([0])
423.png,tensor([9])
424.png,tensor([5])
425.png,tensor([1])
426.png,tensor([9])
427.png,tensor([2])
428.png,tensor([7])
429.png,tensor([2])
430.png,tensor([0])
431.png,tensor([9])
432.png,tensor([1])
433.png,tensor([6])
434.png,tensor([4])
435.png,tensor([5])
436.png,tensor([5])
437.png,tensor([0])
438.png,tensor([6])
439.png,tensor([2])
440.png,tensor([7])
441.png,tensor([2])
442.png,tensor([3])
443.png,tensor([2])
444.png,tensor([0])
445.png,tensor([5])
446.png,tensor([8])
447.png,tensor([7])
448.png,tensor([8])
449.png,tensor([8])
450.png,tensor([5])
451.png,tensor([5])
452.png,tensor([5])
453.png,tensor([8])
454.png,tensor([7])
455.png,tensor([3])
456.png,tensor([9])
457.png,tensor([1])
458.png,tensor([9])
459.png,tensor([1])
460.png,tensor([0])
461.png,tensor([6])
462.png,tensor([3])
463.png,tensor([6])
464.png,tensor([1])
465.png,tensor([6])
466.png,tensor([0])
467.png,tensor([5])
468.png,tensor([2])
469.png,tensor([7])
470.png,tensor([7])
471.png,tensor([1])
472.png,tensor([8])
473.png,tensor([6])
474.png,tensor([7])
475.png,tensor([6])
476.png,tensor([3])
477.png,tensor([7])
478.png,tensor([0])
479.png,tensor([9])
480.png,tensor([1])
481.png,tensor([8])
482.png,tensor([5])
483.png,tensor([8])
484.png,tensor([8])
485.png,tensor([9])
486.png,tensor([4])
487.png,tensor([0])
488.png,tensor([9])
489.png,tensor([1])
490.png,tensor([5])
491.png,tensor([2])
492.png,tensor([4])
493.png,tensor([3])
494.png,tensor([7])
495.png,tensor([5])
496.png,tensor([1])
497.png,tensor([6])
498.png,tensor([2])
499.png,tensor([4])
500.png,tensor([5])
501.png,tensor([8])
502.png,tensor([2])
503.png,tensor([2])
504.png,tensor([9])
505.png,tensor([3])
506.png,tensor([3])
507.png,tensor([7])
508.png,tensor([5])
509.png,tensor([2])
510.png,tensor([3])
511.png,tensor([8])
512.png,tensor([2])
513.png,tensor([2])
514.png,tensor([9])
515.png,tensor([9])
516.png,tensor([0])
517.png,tensor([3])
518.png,tensor([9])
519.png,tensor([9])
520.png,tensor([5])
521.png,tensor([2])
522.png,tensor([0])
523.png,tensor([5])
524.png,tensor([1])
525.png,tensor([9])
526.png,tensor([5])
527.png,tensor([3])
528.png,tensor([6])
529.png,tensor([3])
530.png,tensor([8])
531.png,tensor([1])
532.png,tensor([3])
533.png,tensor([8])
534.png,tensor([4])
535.png,tensor([5])
536.png,tensor([8])
537.png,tensor([8])
538.png,tensor([6])
539.png,tensor([9])
540.png,tensor([7])
541.png,tensor([1])
542.png,tensor([9])
543.png,tensor([2])
544.png,tensor([4])
545.png,tensor([1])
546.png,tensor([1])
547.png,tensor([6])
548.png,tensor([2])
549.png,tensor([6])
550.png,tensor([7])
551.png,tensor([6])
552.png,tensor([7])
553.png,tensor([0])
554.png,tensor([1])
555.png,tensor([1])
556.png,tensor([4])
557.png,tensor([1])
558.png,tensor([0])
559.png,tensor([9])
560.png,tensor([8])
561.png,tensor([7])
562.png,tensor([0])
563.png,tensor([2])
564.png,tensor([2])
565.png,tensor([9])
566.png,tensor([7])
567.png,tensor([1])
568.png,tensor([1])
569.png,tensor([5])
570.png,tensor([6])
571.png,tensor([9])
572.png,tensor([5])
573.png,tensor([9])
574.png,tensor([0])
575.png,tensor([9])
576.png,tensor([2])
577.png,tensor([0])
578.png,tensor([4])
579.png,tensor([0])
580.png,tensor([5])
581.png,tensor([2])
582.png,tensor([7])
583.png,tensor([3])
584.png,tensor([3])
585.png,tensor([0])
586.png,tensor([8])
587.png,tensor([8])
588.png,tensor([3])
589.png,tensor([6])
590.png,tensor([0])
591.png,tensor([2])
592.png,tensor([0])
593.png,tensor([7])
594.png,tensor([3])
595.png,tensor([2])
596.png,tensor([1])
597.png,tensor([3])
598.png,tensor([2])
599.png,tensor([3])
600.png,tensor([8])
601.png,tensor([5])
602.png,tensor([6])
603.png,tensor([6])
604.png,tensor([5])
605.png,tensor([6])
606.png,tensor([0])
607.png,tensor([8])
608.png,tensor([4])
609.png,tensor([9])
610.png,tensor([2])
611.png,tensor([8])
612.png,tensor([9])
613.png,tensor([9])
614.png,tensor([1])
615.png,tensor([0])
616.png,tensor([1])
617.png,tensor([5])
618.png,tensor([5])
619.png,tensor([4])
620.png,tensor([4])
621.png,tensor([3])
622.png,tensor([0])
623.png,tensor([4])
624.png,tensor([5])
625.png,tensor([6])
626.png,tensor([4])
627.png,tensor([2])
628.png,tensor([1])
629.png,tensor([2])
630.png,tensor([9])
631.png,tensor([0])
632.png,tensor([6])
633.png,tensor([7])
634.png,tensor([7])
635.png,tensor([5])
636.png,tensor([1])
637.png,tensor([2])
638.png,tensor([3])
639.png,tensor([6])
640.png,tensor([1])
641.png,tensor([1])
642.png,tensor([6])
643.png,tensor([0])
644.png,tensor([9])
645.png,tensor([4])
646.png,tensor([0])
647.png,tensor([9])
648.png,tensor([2])
649.png,tensor([1])
650.png,tensor([1])
651.png,tensor([0])
652.png,tensor([8])
653.png,tensor([6])
654.png,tensor([9])
655.png,tensor([5])
656.png,tensor([1])
657.png,tensor([3])
658.png,tensor([4])
659.png,tensor([4])
660.png,tensor([9])
661.png,tensor([1])
662.png,tensor([9])
663.png,tensor([3])
664.png,tensor([1])
665.png,tensor([3])
666.png,tensor([8])
667.png,tensor([2])
668.png,tensor([9])
669.png,tensor([5])
670.png,tensor([3])
671.png,tensor([8])
672.png,tensor([7])
673.png,tensor([2])
674.png,tensor([8])
675.png,tensor([2])
676.png,tensor([0])
677.png,tensor([6])
678.png,tensor([6])
679.png,tensor([3])
680.png,tensor([4])
681.png,tensor([1])
682.png,tensor([2])
683.png,tensor([7])
684.png,tensor([3])
685.png,tensor([7])
686.png,tensor([0])
687.png,tensor([2])
688.png,tensor([9])
689.png,tensor([0])
690.png,tensor([5])
691.png,tensor([5])
692.png,tensor([6])
693.png,tensor([8])
694.png,tensor([0])
695.png,tensor([0])
696.png,tensor([1])
697.png,tensor([1])
698.png,tensor([7])
699.png,tensor([4])
700.png,tensor([9])
701.png,tensor([6])
702.png,tensor([7])
703.png,tensor([4])
704.png,tensor([9])
705.png,tensor([9])
706.png,tensor([2])
707.png,tensor([7])
708.png,tensor([0])
709.png,tensor([5])
710.png,tensor([4])
711.png,tensor([0])
712.png,tensor([2])
713.png,tensor([7])
714.png,tensor([9])
715.png,tensor([5])
716.png,tensor([4])
717.png,tensor([4])
718.png,tensor([8])
719.png,tensor([0])
720.png,tensor([5])
721.png,tensor([6])
722.png,tensor([4])
723.png,tensor([8])
724.png,tensor([1])
725.png,tensor([2])
726.png,tensor([0])
727.png,tensor([9])
728.png,tensor([3])
729.png,tensor([1])
730.png,tensor([0])
731.png,tensor([8])
732.png,tensor([2])
733.png,tensor([0])
734.png,tensor([7])
735.png,tensor([4])
736.png,tensor([0])
737.png,tensor([4])
738.png,tensor([6])
739.png,tensor([3])
740.png,tensor([0])
741.png,tensor([3])
742.png,tensor([4])
743.png,tensor([6])
744.png,tensor([0])
745.png,tensor([7])
746.png,tensor([5])
747.png,tensor([5])
748.png,tensor([0])
749.png,tensor([5])
750.png,tensor([2])
751.png,tensor([8])
752.png,tensor([6])
753.png,tensor([1])
754.png,tensor([8])
755.png,tensor([5])
756.png,tensor([7])
757.png,tensor([3])
758.png,tensor([1])
759.png,tensor([3])
760.png,tensor([9])
761.png,tensor([6])
762.png,tensor([1])
763.png,tensor([7])
764.png,tensor([7])
765.png,tensor([4])
766.png,tensor([1])
767.png,tensor([2])
768.png,tensor([0])
769.png,tensor([7])
770.png,tensor([2])
771.png,tensor([7])
772.png,tensor([2])
773.png,tensor([7])
774.png,tensor([7])
775.png,tensor([5])
776.png,tensor([1])
777.png,tensor([3])
778.png,tensor([9])
779.png,tensor([0])
780.png,tensor([1])
781.png,tensor([0])
782.png,tensor([7])
783.png,tensor([3])
784.png,tensor([9])
785.png,tensor([1])
786.png,tensor([2])
787.png,tensor([2])
788.png,tensor([4])
789.png,tensor([9])
790.png,tensor([8])
791.png,tensor([9])
792.png,tensor([4])
793.png,tensor([6])
794.png,tensor([3])
795.png,tensor([9])
796.png,tensor([5])
797.png,tensor([4])
798.png,tensor([3])
799.png,tensor([2])
800.png,tensor([1])
801.png,tensor([7])
802.png,tensor([3])
803.png,tensor([2])
804.png,tensor([3])
805.png,tensor([7])
806.png,tensor([1])
807.png,tensor([8])
808.png,tensor([3])
809.png,tensor([9])
810.png,tensor([3])
811.png,tensor([9])
812.png,tensor([8])
813.png,tensor([8])
814.png,tensor([0])
815.png,tensor([7])
816.png,tensor([7])
817.png,tensor([1])
818.png,tensor([2])
819.png,tensor([2])
820.png,tensor([7])
821.png,tensor([9])
822.png,tensor([8])
823.png,tensor([5])
824.png,tensor([9])
825.png,tensor([0])
826.png,tensor([1])
827.png,tensor([2])
828.png,tensor([5])
829.png,tensor([6])
830.png,tensor([3])
831.png,tensor([2])
832.png,tensor([3])
833.png,tensor([3])
834.png,tensor([5])
835.png,tensor([1])
836.png,tensor([2])
837.png,tensor([6])
838.png,tensor([1])
839.png,tensor([7])
840.png,tensor([8])
841.png,tensor([7])
842.png,tensor([4])
843.png,tensor([8])
844.png,tensor([6])
845.png,tensor([6])
846.png,tensor([3])
847.png,tensor([2])
848.png,tensor([2])
849.png,tensor([5])
850.png,tensor([3])
851.png,tensor([8])
852.png,tensor([3])
853.png,tensor([5])
854.png,tensor([9])
855.png,tensor([7])
856.png,tensor([1])
857.png,tensor([8])
858.png,tensor([0])
859.png,tensor([3])
860.png,tensor([6])
861.png,tensor([8])
862.png,tensor([6])
863.png,tensor([7])
864.png,tensor([9])
865.png,tensor([1])
866.png,tensor([5])
867.png,tensor([5])
868.png,tensor([5])
869.png,tensor([7])
870.png,tensor([6])
871.png,tensor([1])
872.png,tensor([1])
873.png,tensor([6])
874.png,tensor([7])
875.png,tensor([1])
876.png,tensor([6])
877.png,tensor([1])
878.png,tensor([5])
879.png,tensor([2])
880.png,tensor([7])
881.png,tensor([5])
882.png,tensor([8])
883.png,tensor([8])
884.png,tensor([9])
885.png,tensor([0])
886.png,tensor([1])
887.png,tensor([3])
888.png,tensor([5])
889.png,tensor([7])
890.png,tensor([8])
891.png,tensor([2])
892.png,tensor([5])
893.png,tensor([3])
894.png,tensor([0])
895.png,tensor([6])
896.png,tensor([3])
897.png,tensor([8])
898.png,tensor([1])
899.png,tensor([1])
900.png,tensor([5])
901.png,tensor([1])
902.png,tensor([3])
903.png,tensor([4])
904.png,tensor([3])
905.png,tensor([5])
906.png,tensor([2])
907.png,tensor([5])
908.png,tensor([4])
909.png,tensor([8])
910.png,tensor([2])
911.png,tensor([0])
912.png,tensor([1])
913.png,tensor([1])
914.png,tensor([6])
915.png,tensor([9])
916.png,tensor([1])
917.png,tensor([8])
918.png,tensor([6])
919.png,tensor([9])
920.png,tensor([2])
921.png,tensor([3])
922.png,tensor([3])
923.png,tensor([9])
924.png,tensor([8])
925.png,tensor([1])
926.png,tensor([8])
927.png,tensor([6])
928.png,tensor([5])
929.png,tensor([1])
930.png,tensor([5])
931.png,tensor([9])
932.png,tensor([2])
933.png,tensor([0])
934.png,tensor([0])
935.png,tensor([6])
936.png,tensor([5])
937.png,tensor([7])
938.png,tensor([0])
939.png,tensor([9])
940.png,tensor([9])
941.png,tensor([4])
942.png,tensor([6])
943.png,tensor([6])
944.png,tensor([9])
945.png,tensor([1])
946.png,tensor([8])
947.png,tensor([7])
948.png,tensor([8])
949.png,tensor([8])
950.png,tensor([6])
951.png,tensor([2])
952.png,tensor([3])
953.png,tensor([1])
954.png,tensor([3])
955.png,tensor([4])
956.png,tensor([3])
957.png,tensor([8])
958.png,tensor([9])
959.png,tensor([7])
960.png,tensor([2])
961.png,tensor([3])
962.png,tensor([1])
963.png,tensor([0])
964.png,tensor([5])
965.png,tensor([4])
966.png,tensor([5])
967.png,tensor([3])
968.png,tensor([4])
969.png,tensor([9])
970.png,tensor([3])
971.png,tensor([6])
972.png,tensor([6])
973.png,tensor([6])
974.png,tensor([8])
975.png,tensor([0])
976.png,tensor([3])
977.png,tensor([5])
978.png,tensor([7])
979.png,tensor([8])
980.png,tensor([0])
981.png,tensor([7])
982.png,tensor([5])
983.png,tensor([8])
984.png,tensor([4])
985.png,tensor([4])
986.png,tensor([5])
987.png,tensor([5])
988.png,tensor([9])
989.png,tensor([7])
990.png,tensor([7])
991.png,tensor([7])
992.png,tensor([9])
993.png,tensor([2])
994.png,tensor([2])
995.png,tensor([1])
996.png,tensor([7])
997.png,tensor([0])
998.png,tensor([0])
999.png,tensor([0])
1000.png,tensor([2])
1001.png,tensor([3])
1002.png,tensor([1])
1003.png,tensor([1])
1004.png,tensor([1])
1005.png,tensor([9])
1006.png,tensor([0])
1007.png,tensor([9])
1008.png,tensor([3])
1009.png,tensor([2])
1010.png,tensor([7])
1011.png,tensor([7])
1012.png,tensor([0])
1013.png,tensor([9])
1014.png,tensor([8])
1015.png,tensor([5])
1016.png,tensor([9])
1017.png,tensor([7])
1018.png,tensor([1])
1019.png,tensor([5])
1020.png,tensor([3])
1021.png,tensor([4])
1022.png,tensor([9])
1023.png,tensor([6])
1024.png,tensor([5])
1025.png,tensor([8])
1026.png,tensor([1])
1027.png,tensor([2])
1028.png,tensor([3])
1029.png,tensor([9])
1030.png,tensor([0])
1031.png,tensor([1])
1032.png,tensor([7])
1033.png,tensor([1])
1034.png,tensor([3])
1035.png,tensor([9])
1036.png,tensor([6])
1037.png,tensor([0])
1038.png,tensor([1])
1039.png,tensor([0])
1040.png,tensor([1])
1041.png,tensor([9])
1042.png,tensor([4])
1043.png,tensor([3])
1044.png,tensor([2])
1045.png,tensor([8])
1046.png,tensor([2])
1047.png,tensor([1])
1048.png,tensor([5])
1049.png,tensor([9])
1050.png,tensor([3])
1051.png,tensor([6])
1052.png,tensor([1])
1053.png,tensor([2])
1054.png,tensor([1])
1055.png,tensor([0])
1056.png,tensor([0])
1057.png,tensor([3])
1058.png,tensor([6])
1059.png,tensor([3])
1060.png,tensor([4])
1061.png,tensor([1])
1062.png,tensor([5])
1063.png,tensor([3])
1064.png,tensor([9])
1065.png,tensor([8])
1066.png,tensor([2])
1067.png,tensor([9])
1068.png,tensor([2])
1069.png,tensor([9])
1070.png,tensor([9])
1071.png,tensor([1])
1072.png,tensor([9])
1073.png,tensor([1])
1074.png,tensor([2])
1075.png,tensor([7])
1076.png,tensor([4])
1077.png,tensor([3])
1078.png,tensor([3])
1079.png,tensor([2])
1080.png,tensor([9])
1081.png,tensor([2])
1082.png,tensor([5])
1083.png,tensor([9])
1084.png,tensor([3])
1085.png,tensor([7])
1086.png,tensor([4])
1087.png,tensor([1])
1088.png,tensor([1])
1089.png,tensor([0])
1090.png,tensor([0])
1091.png,tensor([7])
1092.png,tensor([5])
1093.png,tensor([7])
1094.png,tensor([5])
1095.png,tensor([3])
1096.png,tensor([6])
1097.png,tensor([9])
1098.png,tensor([6])
1099.png,tensor([8])
1100.png,tensor([3])
1101.png,tensor([3])
1102.png,tensor([6])
1103.png,tensor([5])
1104.png,tensor([1])
1105.png,tensor([3])
1106.png,tensor([0])
1107.png,tensor([5])
1108.png,tensor([2])
1109.png,tensor([4])
1110.png,tensor([4])
1111.png,tensor([7])
1112.png,tensor([4])
1113.png,tensor([2])
1114.png,tensor([6])
1115.png,tensor([4])
1116.png,tensor([8])
1117.png,tensor([0])
1118.png,tensor([2])
1119.png,tensor([3])
1120.png,tensor([1])
1121.png,tensor([7])
1122.png,tensor([4])
1123.png,tensor([6])
1124.png,tensor([0])
1125.png,tensor([3])
1126.png,tensor([8])
1127.png,tensor([8])
1128.png,tensor([6])
1129.png,tensor([6])
1130.png,tensor([2])
1131.png,tensor([0])
1132.png,tensor([9])
1133.png,tensor([5])
1134.png,tensor([1])
1135.png,tensor([6])
1136.png,tensor([0])
1137.png,tensor([3])
1138.png,tensor([7])
1139.png,tensor([9])
1140.png,tensor([5])
1141.png,tensor([7])
1142.png,tensor([6])
1143.png,tensor([2])
1144.png,tensor([6])
1145.png,tensor([7])
1146.png,tensor([3])
1147.png,tensor([2])
1148.png,tensor([8])
1149.png,tensor([5])
1150.png,tensor([9])
1151.png,tensor([8])
1152.png,tensor([0])
1153.png,tensor([0])
1154.png,tensor([3])
1155.png,tensor([5])
1156.png,tensor([3])
1157.png,tensor([8])
1158.png,tensor([2])
1159.png,tensor([9])
1160.png,tensor([3])
1161.png,tensor([8])
1162.png,tensor([1])
1163.png,tensor([3])
1164.png,tensor([6])
1165.png,tensor([9])
1166.png,tensor([1])
1167.png,tensor([8])
1168.png,tensor([2])
1169.png,tensor([8])
1170.png,tensor([0])
1171.png,tensor([7])
1172.png,tensor([8])
1173.png,tensor([3])
1174.png,tensor([9])
1175.png,tensor([1])
1176.png,tensor([4])
1177.png,tensor([6])
1178.png,tensor([3])
1179.png,tensor([1])
1180.png,tensor([9])
1181.png,tensor([6])
1182.png,tensor([0])
1183.png,tensor([7])
1184.png,tensor([2])
1185.png,tensor([9])
1186.png,tensor([8])
1187.png,tensor([6])
1188.png,tensor([1])
1189.png,tensor([8])
1190.png,tensor([8])
1191.png,tensor([8])
1192.png,tensor([4])
1193.png,tensor([3])
1194.png,tensor([1])
1195.png,tensor([9])
1196.png,tensor([8])
1197.png,tensor([1])
1198.png,tensor([6])
1199.png,tensor([3])
1200.png,tensor([3])
1201.png,tensor([3])
1202.png,tensor([8])
1203.png,tensor([7])
1204.png,tensor([6])
1205.png,tensor([5])
1206.png,tensor([8])
1207.png,tensor([4])
1208.png,tensor([9])
1209.png,tensor([6])
1210.png,tensor([2])
1211.png,tensor([7])
1212.png,tensor([4])
1213.png,tensor([0])
1214.png,tensor([8])
1215.png,tensor([0])
1216.png,tensor([5])
1217.png,tensor([6])
1218.png,tensor([5])
1219.png,tensor([1])
1220.png,tensor([5])
1221.png,tensor([0])
1222.png,tensor([0])
1223.png,tensor([4])
1224.png,tensor([7])
1225.png,tensor([9])
1226.png,tensor([4])
1227.png,tensor([1])
1228.png,tensor([2])
1229.png,tensor([6])
1230.png,tensor([4])
1231.png,tensor([2])
1232.png,tensor([1])
1233.png,tensor([3])
1234.png,tensor([9])
1235.png,tensor([5])
1236.png,tensor([1])
1237.png,tensor([0])
1238.png,tensor([3])
1239.png,tensor([7])
1240.png,tensor([7])
1241.png,tensor([6])
1242.png,tensor([1])
1243.png,tensor([9])
1244.png,tensor([3])
1245.png,tensor([3])
1246.png,tensor([1])
1247.png,tensor([6])
1248.png,tensor([6])
